"","X","ID","Sample.No","locus","index","well","site","C","T","total","C_Ratio","age","Sex","Population","ind"
"2443",3211,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_95",34,237,271,0.125461254612546,23,"F","SR","2E"
"2444",3212,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_113",192,78,270,0.711111111111111,23,"F","SR","2E"
"2455",3224,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_45",2,944,946,0.00211416490486258,23,"F","SR","2E"
"2456",3225,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_66",0,946,946,0,23,"F","SR","2E"
"2457",3226,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_90",0,933,933,0,23,"F","SR","2E"
"2458",3227,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_92",0,933,933,0,23,"F","SR","2E"
"2459",3228,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_132",0,912,912,0,23,"F","SR","2E"
"2466",3235,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_26",2661,11309,13970,0.190479599141016,23,"F","SR","2E"
"2467",3236,"J11","kw95-16","BDNF","2E","BDNF_2E_S13_sort.bam","BDNF_37",1030,12973,14003,0.0735556666428622,23,"F","SR","2E"
"2478",3249,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_33",49,218,267,0.183520599250936,23,"F","SR","2E"
"2479",3250,"J11","kw95-16","CRF","2E","CRF_2E_S13_sort.bam","CRF_27",49,218,267,0.183520599250936,23,"F","SR","2E"
"2486",3258,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_165",1,816,817,0.00122399020807834,23,"F","SR","2E"
"2487",3259,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_160",0,818,818,0,23,"F","SR","2E"
"2488",3261,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_148",20,718,738,0.02710027100271,23,"F","SR","2E"
"2489",3262,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_151",18,799,817,0.02203182374541,23,"F","SR","2E"
"2490",3263,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_154",0,818,818,0,23,"F","SR","2E"
"2491",3264,"J11","kw95-16","NP","2E","NP_2E_S13_merge.bam","NP_157",48,770,818,0.058679706601467,23,"F","SR","2E"
"2509",3288,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_36",4,26870,26874,0.000148842747637121,17,"M","SR","8C"
"2511",3293,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_49",7,26969,26976,0.000259489916963227,17,"M","SR","8C"
"2512",3294,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_29",6,26828,26834,0.000223596929268838,17,"M","SR","8C"
"2513",3295,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_49",57,139,196,0.290816326530612,17,"M","SR","2C"
"2514",3300,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_54",7,26984,26991,0.000259345707828535,17,"M","SR","8C"
"2523",3310,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_90",14,1034,1048,0.0133587786259542,17,"M","SR","2C"
"2524",3311,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_92",0,1047,1047,0,17,"M","SR","2C"
"2533",3320,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_33",73,123,196,0.372448979591837,17,"M","SR","2C"
"2534",3321,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_45",1,1055,1056,0.000946969696969697,17,"M","SR","2C"
"2535",3322,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_66",1,1054,1055,0.000947867298578199,17,"M","SR","2C"
"2539",3326,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_132",1,1017,1018,0.000982318271119843,17,"M","SR","2C"
"2545",3332,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_148",0,849,849,0,17,"M","SR","2C"
"2546",3333,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_151",0,930,930,0,17,"M","SR","2C"
"2552",3339,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_154",0,933,933,0,17,"M","SR","2C"
"2553",3340,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_157",61,871,932,0.065450643776824,17,"M","SR","2C"
"2554",3341,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_73",90,106,196,0.459183673469388,17,"M","SR","2C"
"2556",3343,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_95",1,195,196,0.00510204081632653,17,"M","SR","2C"
"2558",3345,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_92",0,196,196,0,17,"M","SR","2C"
"2559",3346,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_113",55,138,193,0.284974093264249,17,"M","SR","2C"
"2562",3366,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_81",2,12753,12755,0.000156801254410035,17,"M","SR","2C"
"2565",3370,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_65",5,27010,27015,0.000185082361650935,17,"M","SR","8C"
"2566",3371,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_71",8,26998,27006,0.000296230467303562,17,"M","SR","8C"
"2567",3372,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_74",11,27009,27020,0.000407105847520355,17,"M","SR","8C"
"2568",3373,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_26",3,12792,12795,0.000234466588511137,17,"M","SR","2C"
"2569",3374,"J18","kw95-14","CRF","2C","CRF_2C_S11_sort.bam","CRF_27",58,138,196,0.295918367346939,17,"M","SR","2C"
"2570",3375,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_45",3,12677,12680,0.000236593059936909,17,"M","SR","2C"
"2571",3376,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_48",894,11945,12839,0.0696315912454241,17,"M","SR","2C"
"2572",3377,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_51",1370,11469,12839,0.106706129760885,17,"M","SR","2C"
"2573",3378,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_57",2,12822,12824,0.000155957579538366,17,"M","SR","2C"
"2576",3385,"J18","kw95-14","ACTB","8C","ACTB_8C_S59_sort.bam","ACTB_51",479,26495,26974,0.017757840883814,17,"M","SR","8C"
"2591",3424,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_160",0,932,932,0,17,"M","SR","2C"
"2592",3425,"J18","kw95-14","NP","2C","NP_2C_S11_merge.bam","NP_165",0,930,930,0,17,"M","SR","2C"
"2595",3430,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_27",56,528,584,0.0958904109589041,22,"M","SR","3A"
"2598",3437,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_49",145,440,585,0.247863247863248,22,"M","SR","3A"
"2599",3440,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_33",89,495,584,0.152397260273973,22,"M","SR","3A"
"2606",3452,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_73",41,543,584,0.0702054794520548,22,"M","SR","3A"
"2607",3453,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_92",41,545,586,0.0699658703071672,22,"M","SR","3A"
"2608",3454,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_95",27,559,586,0.0460750853242321,22,"M","SR","3A"
"2609",3455,"J18","J18 (2000)","CRF","3A","CRF_3A_S17_sort.bam","CRF_113",332,248,580,0.572413793103448,22,"M","SR","3A"
"2617",3468,"J18","kw95-14","BDNF","2C","BDNF_2C_S11_sort.bam","BDNF_37",1,12837,12838,7.78937529210157e-05,17,"M","SR","2C"
"2624",3475,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_54",3547,27492,31039,0.114275588775412,14,"F","SR","8D"
"2625",3476,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_57",2,12501,12503,0.000159961609213789,14,"F","SR","2D"
"2628",3479,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_51",588,11869,12457,0.0472023761740387,14,"F","SR","2D"
"2630",3481,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_65",6,31050,31056,0.000193199381761978,14,"F","SR","8D"
"2631",3482,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_48",3,12455,12458,0.000240809118638626,14,"F","SR","2D"
"2633",3484,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_36",4,30903,30907,0.000129420519623386,14,"F","SR","8D"
"2634",3487,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_29",4519,22886,27405,0.164896916621055,14,"F","SR","8D"
"2636",3489,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_49",3,31014,31017,9.67211529161428e-05,14,"F","SR","8D"
"2637",3490,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_81",3,12441,12444,0.000241080038572806,14,"F","SR","2D"
"2640",3496,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_45",6,12332,12338,0.000486302480142649,14,"F","SR","2D"
"2643",3499,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_51",5,31017,31022,0.000161175939655728,14,"F","SR","8D"
"2650",3507,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_26",121,12294,12415,0.00974627466774064,14,"F","SR","2D"
"2651",3508,"J20","kw95-15","BDNF","2D","BDNF_2D_S12_sort.bam","BDNF_37",13,12446,12459,0.00104342242555582,14,"F","SR","2D"
"2656",3519,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_165",0,775,775,0,14,"F","SR","2D"
"2662",3527,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_148",0,726,726,0,14,"F","SR","2D"
"2663",3528,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_151",0,769,769,0,14,"F","SR","2D"
"2664",3529,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_154",5,768,773,0.00646830530401035,14,"F","SR","2D"
"2665",3530,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_157",0,775,775,0,14,"F","SR","2D"
"2666",3531,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_160",0,773,773,0,14,"F","SR","2D"
"2673",3538,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_45",2,883,885,0.00225988700564972,14,"F","SR","2D"
"2677",3542,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_71",2259,28791,31050,0.0727536231884058,14,"F","SR","8D"
"2678",3543,"J20","kw95-15","ACTB","8D","ACTB_8D_S60_sort.bam","ACTB_74",2878,28183,31061,0.0926563858214481,14,"F","SR","8D"
"2679",3548,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_92",27,223,250,0.108,14,"F","SR","2D"
"2680",3549,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_95",7,243,250,0.028,14,"F","SR","2D"
"2681",3550,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_113",167,81,248,0.673387096774194,14,"F","SR","2D"
"2683",3552,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_66",1,883,884,0.00113122171945701,14,"F","SR","2D"
"2684",3553,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_90",0,872,872,0,14,"F","SR","2D"
"2685",3554,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_92",0,871,871,0,14,"F","SR","2D"
"2686",3555,"J20","kw95-15","NP","2D","NP_2D_S12_merge.bam","NP_132",0,848,848,0,14,"F","SR","2D"
"2687",3556,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_27",27,222,249,0.108433734939759,14,"F","SR","2D"
"2688",3557,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_33",119,131,250,0.476,14,"F","SR","2D"
"2697",3566,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_73",3,245,248,0.0120967741935484,14,"F","SR","2D"
"2701",3570,"J20","kw95-15","CRF","2D","CRF_2D_S12_sort.bam","CRF_49",100,150,250,0.4,14,"F","SR","2D"
"2702",3573,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_66",0,818,818,0,19,"M","SR","2H"
"2704",3575,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_132",1,784,785,0.00127388535031847,19,"M","SR","2H"
"2705",3576,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_92",2,804,806,0.00248138957816377,19,"M","SR","2H"
"2706",3577,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_151",0,681,681,0,19,"M","SR","2H"
"2707",3578,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_90",1,804,805,0.00124223602484472,19,"M","SR","2H"
"2708",3580,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_148",2,620,622,0.00321543408360129,19,"M","SR","2H"
"2709",3582,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_45",0,819,819,0,19,"M","SR","2H"
"2714",3587,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_154",0,685,685,0,19,"M","SR","2H"
"2715",3588,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_157",1,685,686,0.00145772594752187,19,"M","SR","2H"
"2716",3589,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_160",0,685,685,0,19,"M","SR","2H"
"2717",3590,"J34","RR17-039","NP","2H","NP_2H_S16_merge.bam","NP_165",0,684,684,0,19,"M","SR","2H"
"2726",3601,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_48",3,7276,7279,0.000412144525346888,19,"M","SR","2H"
"2727",3602,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_51",313,6969,7282,0.0429826970612469,19,"M","SR","2H"
"2728",3603,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_57",2,7650,7652,0.000261369576581286,19,"M","SR","2H"
"2729",3604,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_81",6,7598,7604,0.000789058390320884,19,"M","SR","2H"
"2732",3607,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_27",96,127,223,0.430493273542601,19,"M","SR","2H"
"2733",3608,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_33",10,214,224,0.0446428571428571,19,"M","SR","2H"
"2734",3609,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_49",0,225,225,0,19,"M","SR","2H"
"2735",3610,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_73",0,225,225,0,19,"M","SR","2H"
"2736",3611,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_92",0,224,224,0,19,"M","SR","2H"
"2737",3612,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_95",55,170,225,0.244444444444444,19,"M","SR","2H"
"2738",3613,"J34","RR17-039","CRF","2H","CRF_2H_S16_sort.bam","CRF_113",137,84,221,0.619909502262443,19,"M","SR","2H"
"2747",3625,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_26",538,6705,7243,0.0742786138340467,19,"M","SR","2H"
"2748",3626,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_37",535,6729,7264,0.0736508810572687,19,"M","SR","2H"
"2749",3627,"J34","RR17-039","BDNF","2H","BDNF_2H_S16_sort.bam","BDNF_45",1,7212,7213,0.000138638569249965,19,"M","SR","2H"
"2779",3776,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_95",23,115,138,0.166666666666667,24,"M","SR","1A"
"2780",3778,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_73",20,118,138,0.144927536231884,24,"M","SR","1A"
"2781",3780,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_29",152,33223,33375,0.00455430711610487,24,"M","SR","7A"
"2782",3781,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_49",5,33747,33752,0.000148139369518843,24,"M","SR","7A"
"2783",3782,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_51",15,33744,33759,0.000444325957522438,24,"M","SR","7A"
"2784",3783,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_54",15,33777,33792,0.000443892045454545,24,"M","SR","7A"
"2785",3784,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_36",183,33231,33414,0.00547674627401688,24,"M","SR","7A"
"2786",3785,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_33",34,102,136,0.25,24,"M","SR","1A"
"2787",3786,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_49",49,89,138,0.355072463768116,24,"M","SR","1A"
"2788",3787,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_165",0,1028,1028,0,24,"M","SR","1A"
"2793",3792,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_113",88,48,136,0.647058823529412,24,"M","SR","1A"
"2795",3794,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_26",2578,21477,24055,0.107171066306381,24,"M","SR","1A"
"2800",3800,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_27",22,112,134,0.164179104477612,24,"M","SR","1A"
"2808",3808,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_37",193,24569,24762,0.00779420079153542,24,"M","SR","1A"
"2809",3809,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_45",262,24165,24427,0.0107258361648995,24,"M","SR","1A"
"2810",3810,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_48",339,24418,24757,0.0136930969018863,24,"M","SR","1A"
"2811",3811,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_51",1722,23041,24763,0.0695392319185882,24,"M","SR","1A"
"2812",3812,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_57",2,24753,24755,8.07917592405575e-05,24,"M","SR","1A"
"2813",3813,"L57","kw01-16","BDNF","1A","BDNF_1A_S1_sort.bam","BDNF_81",208,24417,24625,0.00844670050761421,24,"M","SR","1A"
"2814",3814,"L57","kw01-16","CRF","1A","CRF_1A_S1_sort.bam","CRF_92",10,128,138,0.072463768115942,24,"M","SR","1A"
"2815",3815,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_148",20,921,941,0.0212539851222104,24,"M","SR","1A"
"2816",3816,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_151",1,1026,1027,0.000973709834469328,24,"M","SR","1A"
"2817",3817,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_154",6,1021,1027,0.00584225900681597,24,"M","SR","1A"
"2818",3818,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_157",0,1028,1028,0,24,"M","SR","1A"
"2819",3819,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_160",3,1027,1030,0.0029126213592233,24,"M","SR","1A"
"2846",3850,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_45",0,1204,1204,0,24,"M","SR","1A"
"2847",3851,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_66",14,1189,1203,0.0116375727348296,24,"M","SR","1A"
"2848",3852,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_90",6,1182,1188,0.00505050505050505,24,"M","SR","1A"
"2849",3853,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_92",1,1181,1182,0.000846023688663283,24,"M","SR","1A"
"2850",3854,"L57","kw01-16","NP","1A","NP_1A_S1_merge.bam","NP_132",10,1137,1147,0.00871839581517001,24,"M","SR","1A"
"2855",3864,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_74",625,33200,33825,0.0184774575018477,24,"M","SR","7A"
"2860",3870,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_71",73,33725,33798,0.00215989111781762,24,"M","SR","7A"
"2861",3872,"L57","kw01-16","ACTB","7A","ACTB_7A_S49_sort.bam","ACTB_65",116,33707,33823,0.00342961889838276,24,"M","SR","7A"
"2862",3877,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_65",14,37939,37953,0.000368877295602456,21,"M","SR","7B"
"2863",3878,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_51",17,37802,37819,0.000449509505803961,21,"M","SR","7B"
"2864",3879,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_54",9,37840,37849,0.000237786995693413,21,"M","SR","7B"
"2865",3881,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_49",13,37811,37824,0.000343697123519459,21,"M","SR","7B"
"2874",3901,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_27",41,211,252,0.162698412698413,21,"M","SR","1B"
"2875",3902,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_26",13,12991,13004,0.000999692402337742,21,"M","SR","1B"
"2876",3903,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_45",1,1183,1184,0.000844594594594595,21,"M","SR","1B"
"2877",3904,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_66",0,1182,1182,0,21,"M","SR","1B"
"2878",3907,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_29",3122,34508,37630,0.08296571884135,21,"M","SR","7B"
"2879",3908,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_36",1032,36619,37651,0.0274096305543013,21,"M","SR","7B"
"2881",3910,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_148",0,933,933,0,21,"M","SR","1B"
"2882",3911,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_151",0,1010,1010,0,21,"M","SR","1B"
"2883",3912,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_154",0,1017,1017,0,21,"M","SR","1B"
"2884",3913,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_71",3,37939,37942,7.90680512360972e-05,21,"M","SR","7B"
"2885",3914,"L58","kw01-17","ACTB","7B","ACTB_7B_S50_sort.bam","ACTB_74",610,37344,37954,0.0160720872635295,21,"M","SR","7B"
"2889",3918,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_81",4,12954,12958,0.000308689612594536,21,"M","SR","1B"
"2890",3919,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_90",0,1166,1166,0,21,"M","SR","1B"
"2891",3920,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_92",0,1164,1164,0,21,"M","SR","1B"
"2892",3921,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_57",4,13025,13029,0.00030700744493054,21,"M","SR","1B"
"2901",3931,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_37",635,12411,13046,0.0486739230415453,21,"M","SR","1B"
"2902",3932,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_45",7,12893,12900,0.000542635658914729,21,"M","SR","1B"
"2903",3933,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_48",4,13043,13047,0.000306583889016632,21,"M","SR","1B"
"2904",3934,"L58","kw01-17","BDNF","1B","BDNF_1B_S2_sort.bam","BDNF_51",660,12388,13048,0.0505824647455549,21,"M","SR","1B"
"2919",3950,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_132",0,1138,1138,0,21,"M","SR","1B"
"2922",3953,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_157",0,1018,1018,0,21,"M","SR","1B"
"2923",3954,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_160",1,1018,1019,0.00098135426889107,21,"M","SR","1B"
"2924",3955,"L58","kw01-17","NP","1B","NP_1B_S2_merge.bam","NP_165",0,1018,1018,0,21,"M","SR","1B"
"2930",3962,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_113",119,130,249,0.477911646586345,21,"M","SR","1B"
"2936",3968,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_73",30,222,252,0.119047619047619,21,"M","SR","1B"
"2937",3969,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_92",52,200,252,0.206349206349206,21,"M","SR","1B"
"2938",3970,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_33",17,235,252,0.0674603174603175,21,"M","SR","1B"
"2939",3971,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_49",18,234,252,0.0714285714285714,21,"M","SR","1B"
"2942",3974,"L58","kw01-17","CRF","1B","CRF_1B_S2_sort.bam","CRF_95",13,238,251,0.051792828685259,21,"M","SR","1B"
"2954",3990,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_81",3,5929,5932,0.000505731625084289,30,"F","SR","1D"
"2957",3996,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_26",1191,4708,5899,0.201898626885913,30,"F","SR","1D"
"2962",4006,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_92",1,1243,1244,0.000803858520900322,30,"F","SR","1D"
"2970",4018,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_160",0,1088,1088,0,30,"F","SR","1D"
"2973",4021,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_45",0,1258,1258,0,30,"F","SR","1D"
"2975",4026,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_66",1,1257,1258,0.000794912559618442,30,"F","SR","1D"
"2978",4030,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_29",24,31335,31359,0.000765330527121401,30,"F","SR","7D"
"2979",4031,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_36",12,31394,31406,0.000382092593771891,30,"F","SR","7D"
"2980",4036,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_90",0,1244,1244,0,30,"F","SR","1D"
"2981",4039,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_37",477,5435,5912,0.0806833558863329,30,"F","SR","1D"
"2982",4043,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_165",0,1091,1091,0,30,"F","SR","1D"
